agent_id,tick,archetype_hint,authenticity_index,spectacle_immersion,cognitive_load,burnout_threshold,cash_balance,ubi_received,survival_cost,labor_h,creation_h,spectacle_h,rest_h,ideology_economic_axis,ideology_social_axis,ideology_conformity_index
e41c830f-e3b4-4efe-8b32-268fc08533cd,24,[centrist_conformist_spectacle_bound] Ты — студент-маркетоло,0.575,0.95,0.0,0.8110071094463357,-689.4527652185053,45.044506406467434,40.65373203883142,8.0,8.0,4.0,4.0,0.20842894818995822,0.07510365514065213,0.8273599006558383
97545204-baa1-4349-b59d-43da02d5d4aa,24,[right_pragmatic_resilient] Ты — владелец небольшого логисти,0.74,0.36,0.0,0.7012418410670018,-627.4514634214236,45.044506406467434,37.686494274592704,12.0,6.0,3.0,3.0,0.39666223951805224,0.3633329040995939,0.7223620286862106
8704033c-36b0-423f-ac18-ff85cb64049b,24,[centrist_conformist_spectacle_bound] Ты — офисный сотрудник,0.12,0.965,0.0,0.7376012243056407,-622.6960652068117,45.044506406467434,38.53050111021734,8.0,4.0,8.0,4.0,-0.47398908444377036,-0.07137814563990053,0.7084189953654005
67abc292-35d5-4ee4-bede-d2fa8fc2e6f4,24,"[right_pragmatic_resilient] Ты — ветеран, перешедший в частн",0.765,0.875,0.0,0.8639474455133305,-516.8831444173586,45.044506406467434,35.364804856111206,12.0,6.0,3.0,3.0,0.18702997785306508,0.4367445019432481,0.6233161178320664
a63406b9-d367-4cc2-ae00-1402b1026fda,24,[centrist_conformist_spectacle_bound] Ты — менеджер по проду,0.25,0.995,0.04000000000000001,0.5788313742455603,-420.9032602855758,45.044506406467434,36.41084373446374,12.0,6.0,4.0,2.0,-0.10366466673437043,-0.302749924123614,0.8117308080897091
a2c25054-d3fe-43fd-a0d7-1fb40b315ee3,24,[left_creative_burnout_prone] Ты — преподаватель гуманитарны,1.0,0.65,0.0,0.5098009007941755,-864.9953132769103,45.044506406467434,44.454478949073746,10.0,8.0,3.0,3.0,-0.3386576425287571,-0.032169733484905316,0.058726316813568324
a5734200-4637-4ec8-b7af-25717aa6e5d1,24,[right_pragmatic_resilient] Ты — инженер-производственник на,0.785,0.61,0.0,0.797607472585503,-409.61155197196945,45.044506406467434,34.35776063603802,12.0,6.0,3.0,3.0,0.730677062868919,0.395261781988938,0.734041232457133
e080937f-b709-423f-9c3c-f2472f76ece9,24,[left_creative_burnout_prone] Ты — уставший фрилансер-дизайн,0.15,0.7,0.0,0.5202285684761693,-714.5071650439148,45.044506406467434,39.83972946986045,8.0,10.0,2.0,4.0,-0.6056465899254284,-0.7426065253945606,0.5501907267760995
c605749b-38e6-422a-8794-57539d243e74,24,[centrist_conformist_spectacle_bound] Ты — студент-маркетоло,0.65,0.995,0.0,0.8703753302276404,-802.4019085648422,45.044506406467434,43.85283805936498,8.0,8.0,4.0,4.0,-0.047171011405148705,0.05696862047980731,0.6106274103750537
9c3c6423-a7aa-4ab6-9450-4da48bd18cd1,24,[right_pragmatic_resilient] Ты — владелец небольшого логисти,0.74,0.65,0.0,0.7397129277693233,-1304.7629237087099,45.044506406467434,55.110831181835295,12.0,6.0,3.0,3.0,0.40066089727759824,0.2396005650995911,0.6594495154266343
6b0c66f3-d4d8-454d-a58e-d0cfab5cf4d7,24,[left_creative_burnout_prone] Ты — преподаватель гуманитарны,0.475,0.86,0.0,0.5436623004804226,-970.4204467067453,45.044506406467434,45.256844790600596,8.0,10.0,3.0,3.0,-0.29808858623554096,-0.3081395488835612,0.2846904501543117
7dfa76cf-ff30-4552-b807-d7234713adc0,24,[centrist_conformist_spectacle_bound] Ты — офисный сотрудник,0.675,0.95,0.0,0.6745420769154662,-755.2267363520396,45.044506406467434,42.43005205167505,8.0,4.0,8.0,4.0,0.059956679623162666,0.27614405970241557,0.7628624288836814
d50d7585-a0a5-4207-bee7-5a72d8a51482,24,[left_creative_burnout_prone] Ты — уставший фрилансер-дизайн,0.92,0.04,0.0,0.5880890027401593,-680.2203913742622,45.044506406467434,39.499012255850836,8.0,10.0,3.0,3.0,-0.46992956189306456,-0.09623376595188898,0.19310000464714472
1fe7af58-f399-4c79-a5b0-b78d7c75b317,24,[left_creative_burnout_prone] Ты — уставший фрилансер-дизайн,0.91,0.15,0.0,0.5702491583986428,-809.4317371170176,45.044506406467434,41.46267852362134,8.0,10.0,3.0,3.0,-0.6881376025235768,-0.33437921838711704,0.25761427119763464
b0ce4edf-5a3b-410e-bdc1-f301fee6835a,24,[left_creative_burnout_prone] Ты — уставший фрилансер-дизайн,0.87,0.02,0.0,0.514675544188503,-635.4766515508926,45.044506406467434,39.667475678684646,8.0,10.0,3.0,3.0,-0.5360055394953483,-0.2649888806242239,0.29523879546888626
ef10d556-f85b-4906-8955-4a1923d80a19,24,[right_pragmatic_resilient] Ты — инженер-производственник на,0.675,0.675,0.0,0.7891599254685807,-950.4852023950707,45.044506406467434,47.425534880746994,12.0,6.0,3.0,3.0,0.7924331941710351,0.18351914080804893,0.5124264654768441
526f02a5-6361-4307-9005-e997a831c534,24,"[right_pragmatic_resilient] Ты — ветеран, перешедший в частн",0.805,0.46,0.0,0.874579500820613,-402.3849474969318,45.044506406467434,35.80062022765556,12.0,6.0,3.0,3.0,0.5509092826477722,0.20298283961518554,0.02874923108005012
02bef94e-684c-473e-b6da-7c0e559b28da,24,[right_pragmatic_resilient] Ты — инженер-производственник на,0.86,0.4,0.0,0.7785202310455847,-1119.142465818126,45.044506406467434,50.455867022162565,12.0,6.0,3.0,3.0,0.9109657826555135,0.254066131975184,0.33096270779548953
0e228893-a8e2-4616-9319-fea7df838f1b,24,[left_creative_burnout_prone] Ты — независимый журналист-рас,0.756,0.433,0.0,0.5656326052985767,-612.2389351679949,45.044506406467434,40.19127576252491,8.0,10.0,2.0,4.0,-0.6541156886607137,-0.4962029111763484,0.0
c23b3e7a-7819-4a2a-a798-6ba9cc509436,24,[centrist_conformist_spectacle_bound] Ты — студент-маркетоло,0.74,1.0,0.0,0.5970402457836024,-702.3985622901852,45.044506406467434,41.23724964866919,8.0,8.0,4.0,4.0,0.4175732437664394,0.36144470690343217,0.7794232343008382
167fb0e1-0084-45a5-93c4-62568e16ccc8,24,[left_creative_burnout_prone] Ты — независимый журналист-рас,0.1,0.85,0.0,0.48204570998006663,-533.4594778809756,45.044506406467434,38.641079974589594,8.0,10.0,3.0,3.0,-0.2720171090056146,-0.08810184509515623,0.41435908341905314
eb0bdd27-35bf-41af-bb09-dbcfd8c8195b,24,[libertarian_nonconformist_authentic] Ты — самоучка-программ,0.91,0.09,0.0,0.8749871054989421,-422.91029402608257,45.044506406467434,34.925816296524175,12.0,8.0,2.0,2.0,0.459578798703586,-0.9251532801928302,0.13145353665457868
01e748c3-62ce-4ec8-9a9a-f6852736f2ef,24,"[right_pragmatic_resilient] Ты — ветеран, перешедший в частн",0.675,0.825,0.0,0.7263893634256231,-679.5116955444219,45.044506406467434,41.76639116779641,12.0,6.0,3.0,3.0,0.53643853877496,0.39330670319661953,0.5703750787781476
8ecefbe0-bf49-4f5f-bb9e-c86560357b47,24,[right_pragmatic_resilient] Ты — инженер-производственник на,0.87,0.25,0.0,0.7407410543887384,-590.592051388193,45.044506406467434,40.12111235536118,12.0,6.0,3.0,3.0,0.526678039867764,0.08505568989335319,0.4089820014184292
396ef133-b5b7-47fa-b861-a6b221f974c2,24,"[right_pragmatic_resilient] Ты — ветеран, перешедший в частн",0.715,0.61,0.0,0.7174957415136867,-1021.0561083940863,45.044506406467434,46.86021003925828,12.0,6.0,3.0,3.0,0.9773321581241394,0.12225319844093249,0.3916764937367797
7232e982-b82c-4553-880c-05d9dd73f550,24,[libertarian_nonconformist_authentic] Ты — самоучка-программ,0.81,0.03,0.0,0.6991546122452897,-802.1247341393853,45.044506406467434,41.17885213290141,10.0,8.0,2.0,4.0,-0.0898805415925567,-0.7623314325552587,0.1472786470632408
d514109d-a91c-4bf1-8a08-f89e5855d298,24,[centrist_conformist_spectacle_bound] Ты — студент-маркетоло,0.76,0.95,0.0,0.6198378987773706,-742.5151633952225,45.044506406467434,41.22915516223283,8.0,8.0,4.0,4.0,-0.012223567504754139,0.3386952785480254,0.7675801898632959
0cdf1725-fb68-468f-9a16-1a033e5feeb7,24,[centrist_conformist_spectacle_bound] Ты — офисный сотрудник,0.15,1.0,0.0,0.6833150430254729,-516.6529144371599,45.044506406467434,36.54178784320999,12.0,4.0,6.0,2.0,0.011102420135577704,-0.14298924095128945,0.7543554695513677
e6e7b267-05d0-4b20-998e-4dd4ba4be016,24,[right_pragmatic_resilient] Ты — инженер-производственник на,0.83,0.32,0.0,0.7918201961361505,-769.5973589719677,45.044506406467434,39.71718794465402,16.0,4.0,2.0,2.0,0.6442344951413032,-0.051842911947299675,0.7512191034725145
f135511e-f040-4a7b-8858-97cacd02b97c,24,[centrist_conformist_spectacle_bound] Ты — офисный сотрудник,0.475,0.97,0.0,0.5366010135061968,-1174.5748600229633,45.044506406467434,49.07063994726164,8.0,4.0,8.0,4.0,0.13625252015976297,-0.08617138457690095,0.8199196818690402
68922734-6403-4abd-b37d-d5c839758f50,24,[left_creative_burnout_prone] Ты — независимый журналист-рас,0.62,0.86,0.0,0.58436850178679,-312.4563011852232,45.044506406467434,33.32764632012807,8.0,10.0,2.0,4.0,-0.7591674075424584,-0.1784869541708849,0.21185319386294393
68daf13c-5cca-44be-97f1-730c665bd955,24,[centrist_conformist_spectacle_bound] Ты — менеджер по проду,0.57,1.0,0.0,0.5806838200550751,-310.0301236975081,45.044506406467434,32.33934886763362,8.0,8.0,4.0,4.0,0.0154174307340093,-0.30708033360221026,0.8926976065112795
b70ead76-3309-449f-8a00-38d7c1f9274f,24,[centrist_conformist_spectacle_bound] Ты — менеджер по проду,0.525,0.975,0.0,0.7370824118590424,-1148.7989763749733,45.044506406467434,48.77279093984472,10.0,6.0,4.0,4.0,0.006463753510851412,-0.021548026250844385,0.6190512876543783
4252ea44-fcc4-41a0-9c27-c59aefd2ed93,24,[left_creative_burnout_prone] Ты — уставший фрилансер-дизайн,0.3,0.75,0.0,0.6672719805320104,-730.96712822467,45.044506406467434,40.96372837206201,8.0,10.0,3.0,3.0,-1.0,-0.6142061887618203,0.1722623332693784
8140963f-326f-4bc7-bd48-ee7f8935d59c,24,[right_pragmatic_resilient] Ты — владелец небольшого логисти,0.755,0.59,0.0,0.6727998077481729,-517.6292699051226,45.044506406467434,34.544862761210844,12.0,6.0,3.0,3.0,0.5424739368529925,0.5396808512470579,0.24606273825475755
a7df9143-8190-4456-ae45-42a2da540497,24,[left_creative_burnout_prone] Ты — независимый журналист-рас,0.825,0.85,0.0,0.6528000150290704,-462.54250953792007,45.044506406467434,35.47889673930012,8.0,10.0,3.0,3.0,-0.6524239817308604,-0.6770499817159663,0.5069922680544579
ef6c5efa-045f-4cf5-85e6-0c1e2549f37c,24,[libertarian_nonconformist_authentic] Ты — городской фермер ,0.68,0.7,0.0,0.5586358705752958,-1117.0697255943383,45.044506406467434,49.01428235789409,8.0,10.0,3.0,3.0,0.7017186086787169,-0.3366583182007507,0.02629141503625404
0d17923a-21c8-40ac-a4ff-a5583f83e8d6,24,"[right_pragmatic_resilient] Ты — ветеран, перешедший в частн",0.72,0.87,0.0,0.8861414069732394,-740.8807329169173,45.044506406467434,40.158556002311286,8.0,8.0,4.0,4.0,0.5632200508937781,0.8836718887836585,0.5203151336107528
0be39776-ac6a-4461-9054-44996b74cb31,24,[centrist_conformist_spectacle_bound] Ты — менеджер по проду,0.61,0.99,0.0,0.6364370465570407,-522.2876939483249,45.044506406467434,35.389637396344625,12.0,6.0,4.0,2.0,0.04530590930171861,0.07818163552089,0.840075842266103
583b53e4-c379-4624-bdc5-0977970ffaf2,24,[centrist_conformist_spectacle_bound] Ты — офисный сотрудник,0.1,0.95,0.0,0.9305621337588176,-969.9376519752872,45.044506406467434,47.932699907148276,8.0,4.0,8.0,4.0,-0.1227112371408204,0.2362021839786766,0.6125155209979655
96d92a16-b6d9-435f-a89c-5640b34e3f77,24,[left_creative_burnout_prone] Ты — преподаватель гуманитарны,0.85,0.8,0.0,0.5321389304187819,-721.8506814828622,45.044506406467434,40.7624803517636,10.0,8.0,3.0,3.0,-0.8696006725480216,-0.31020543654549854,0.4809630972797447
e8786deb-4417-4153-8be6-68935c171261,24,[libertarian_nonconformist_authentic] Ты — независимый иссле,1.0,0.1,0.0,0.70943991625321,-1123.6179457197795,45.044506406467434,49.94488906622623,8.0,10.0,3.0,3.0,-0.22484544873231563,-0.9047592300370695,0.16255837829964018
6f65bc4e-4ad3-4f72-93e5-8b716707a485,24,[left_creative_burnout_prone] Ты — независимый журналист-рас,0.01,0.75,0.0,0.8513488373597775,-955.5320500950512,45.044506406467434,46.009256619263056,8.0,10.0,2.0,4.0,-0.3977232109581289,-0.09076980777285654,0.14098786220981857
ab32b23e-bae2-4689-89bd-efaee4e99058,24,[centrist_conformist_spectacle_bound] Ты — менеджер по проду,0.45,0.95,0.0,0.7490395109529167,-671.5346234658366,45.044506406467434,39.063787368240476,10.0,6.0,4.0,4.0,0.5217478679515293,0.23756829767284549,0.9377058642041303
b53325ea-3ca6-4583-8b63-3a14d1cbccf9,24,[centrist_conformist_spectacle_bound] Ты — офисный сотрудник,0.1,0.99,0.0,0.4403665393776846,-885.6010024564715,45.044506406467434,42.84207238468909,8.0,4.0,8.0,4.0,-0.014054660957539128,-0.1605053318802661,0.71298933798673
aa24a040-db79-4c89-8f8e-5627859e1054,24,[centrist_conformist_spectacle_bound] Ты — офисный сотрудник,0.25,0.995,0.0,0.5988968840153382,-689.7137888402161,45.044506406467434,38.666195484865995,8.0,4.0,8.0,4.0,-0.2584009121285257,-0.15971381123220696,0.8946289083478571
9c4a0d42-6a4f-499c-8baa-720af3d21089,24,[left_creative_burnout_prone] Ты — преподаватель гуманитарны,0.475,0.85,0.0,0.4383075429463389,-416.3757146477545,45.044506406467434,34.366006116995955,12.0,6.0,3.0,3.0,-0.18056067555791344,-0.462676998656832,0.0
